accession	description	tax_id	first_public	scientific_name	base_count
AY095935	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.	42028	2003-05-01	Drosophila limbata	447
DQ471641	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.	311476	2006-07-20	Drosophila neokadai	711
AY095950	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.	7283	2003-05-01	Drosophila phalerata	430
AY335201	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.	30047	2003-12-31	Drosophila sturtevanti	792
DQ471647	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.	311478	2006-07-20	Drosophila bai	711
KX976490	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	2016-11-12	Drosophila yakuba	771
DQ471622	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.	381462	2006-07-20	Drosophila hei	711
AB669828	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.	73155	2014-01-02	Drosophila biauraria	842
AB669872	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.	307242	2014-01-02	Drosophila ohnishii	843
AB825962	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.	94110	2015-12-16	Drosophila trapezifrons	836
AF459767	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73157	2002-05-16	Drosophila nikananu	290
AF459783	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	67533	2002-05-16	Drosophila rufa	290
AY459545	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.	7240	2003-11-30	Drosophila simulans	618
EU999242	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.	40366	2008-09-09	Drosophila americana	840
KJ767237	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.	7227	2014-09-04	Drosophila melanogaster	872
U64522	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3481
U64544	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3476
U64559	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3499
AB669827	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.	73155	2014-01-02	Drosophila biauraria	842
AB669849	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.	137355	2014-01-02	Drosophila burlai	833
AF136692	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AF136702	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.	40372	1999-06-03	Drosophila americana texana	884
AF136704	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.	40372	1999-06-03	Drosophila americana texana	884
AF201423	Drosophila melanogaster isolate Oregon R alcohol dehydrogenase (Adhr) gene, intron 1.	7227	2000-07-03	Drosophila melanogaster	479
AF459760	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	29029	2002-05-16	Drosophila eugracilis	290
AF459764	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	60717	2002-05-16	Drosophila punjabiensis	290
EF560576	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306028	2008-05-01	Drosophila gasici	622
L78923	Drosophila mimica (strain 15292-2561.3) alcohol dehydrogenase gene, partial cds.	7270	1996-06-25	Drosophila mimica	822
U76470	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224	1996-11-19	Drosophila hydei	897
AB669830	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.	67531	2014-01-02	Drosophila lacteicornis	838
AB669841	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.	67534	2014-01-02	Drosophila triauraria	842
AF136656	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AF136663	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AF136673	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AF136681	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AF136698	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AF136700	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.	40372	1999-06-03	Drosophila americana texana	884
AF175218	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.	7227	1999-10-06	Drosophila melanogaster	951
AF459749	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	29030	2002-05-16	Drosophila takahashii	290
AF459750	Drosophila lutescens alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	51159	2002-05-16	Drosophila lutescens	290
AY695389	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.	133979	2006-08-01	Drosophila dunni	507
U64536	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS273 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3498
U76476	Drosophila hydei strain 8 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224	1996-11-19	Drosophila hydei	897
X54118	D.teissieri Adh gene for alcohol dehydrogenase and Adh-related gene	7243	1992-04-14	Drosophila teissieri	4321
AF459751	Drosophila lucipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73156	2002-05-16	Drosophila lucipennis	290
AF459781	Drosophila orosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	137076	2002-05-16	Drosophila orosa	290
AB669894	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN179.	137078	2014-01-02	Drosophila truncata	830
AB669833	Drosophila quadraria Adh gene for alcohol dehydrogenase, partial cds, strain: Q.	67532	2014-01-02	Drosophila quadraria	843
EF560577	Drosophila mesophragmatica pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306029	2008-05-01	Drosophila mesophragmatica	605
U64555	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS348 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3467
U64526	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS242 allele, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	3475
U76474	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224	1996-11-19	Drosophila hydei	897
X54116	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene	7220	1992-04-14	Drosophila erecta	3867
AB669829	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.	67531	2014-01-02	Drosophila lacteicornis	838
AB669861	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.	137356	2014-01-02	Drosophila cauverii	833
AF136677	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AY340302	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY364513	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	879
AY340278	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY340292	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY340294	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY364506	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AY874361	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1422
AY874371	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
AB703316	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.	7247	2012-03-18	Drosophila algonquin	405
AB703319	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.	7249	2012-03-18	Drosophila azteca	405
AB703324	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.	7237	2012-03-18	Drosophila pseudoobscura	405
AF136678	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	1999-06-03	Drosophila americana americana	884
AY340295	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY364493	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AY364499	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AY874368	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
EF216308	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426741	2007-06-10	Drosophila luguensis	431
U76483	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	1997-03-06	Drosophila mulleri	902
AY364522	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	879
AY874367	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
AB703320	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.	7218	2012-03-18	Drosophila bifasciata	405
AY340280	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY340284	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY340285	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY874366	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
AY874374	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
EF216309	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426743	2007-06-10	Drosophila limingi	429
U76480	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	1997-03-06	Drosophila mulleri	902
AB669838	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.	137070	2014-01-02	Drosophila tani	838
AB669874	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.	73157	2014-01-02	Drosophila nikananu	838
AF067283	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7239	1998-07-02	Drosophila subsilvestris	437
AY154844	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	878
AY154854	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AB932673	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.	133976	2014-10-26	Drosophila similis	839
M17827	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.	7227	1991-07-01	Drosophila melanogaster	2696
AB194441	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.	42026	2005-05-07	Drosophila bipectinata	759
AY154843	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	878
AY154845	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	879
EF560579	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.	30028	2008-05-01	Drosophila gaucha	626
LC057202	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.	186284	2019-06-04	Drosophila paralutea	829
M17828	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	1991-07-01	Drosophila melanogaster	2696
AB669848	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.	132243	2014-01-02	Drosophila vulcana	773
AB669886	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.	137074	2014-01-02	Drosophila mayri	836
AB932666	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.	133990	2014-10-26	Drosophila parthenogenetica	834
X15585	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)	7232	1989-11-23	Drosophila navojoa	2334
LC057201	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.	94111	2019-06-04	Drosophila prostipennis	827
X03048	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)	7231	1986-07-02	Drosophila mulleri	6778
AB194427	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	30050	2005-05-07	Drosophila varians	1756
AF045124	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30024	1998-06-02	Drosophila emarginata	405
AF045125	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30024	1998-06-02	Drosophila emarginata	405
AY154830	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154864	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	877
AB194421	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	42026	2005-05-07	Drosophila bipectinata	1769
AF045113	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	7273	1998-06-02	Drosophila saltans	405
AY154868	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	878
U66411	Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds.	7227	1996-11-02	Drosophila melanogaster	4789
AY154834	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154837	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154874	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154876	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	878
AF348881	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	73155	2001-04-16	Drosophila biauraria	666
AF348880	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534	2001-04-16	Drosophila triauraria	668
AI513113	GH01616.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227	1999-03-23	Drosophila melanogaster	515
CK131199	GH15138.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH15138 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	7227	2003-12-03	Drosophila melanogaster	668
CV785019	zaa07h09.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to TR:Q9U8T1 Q9U8T1 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	2004-11-12	Drosophila yakuba	231
BI566106	RH35228.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH35228 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/31/2001, mRNA sequence.	7227	2001-09-07	Drosophila melanogaster	559
AI107293	GH03875.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03875 5 similar to X04454: Drosophila melanogaster alcohol dehydrogenase null4 allele, mRNA sequence.	7227	1998-09-04	Drosophila melanogaster	445
AY695385	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133993	2006-08-01	Drosophila belladunni	1117
AY695382	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.	133979	2006-08-01	Drosophila dunni	2005
BF497094	AT11166.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT11166 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/08/2001, mRNA sequence.	7227	2000-12-07	Drosophila melanogaster	532
BF494131	AT02556.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT02556 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	7227	2000-12-07	Drosophila melanogaster	799
BI214744	RE20859.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE20859 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/12/2001, mRNA sequence.	7227	2001-07-13	Drosophila melanogaster	677
BI623813	RH56162.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56162 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	7227	2001-09-11	Drosophila melanogaster	601
AA802598	GM05887.5prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/13/2002, mRNA sequence.	7227	1998-02-13	Drosophila melanogaster	684
BI630708	RH59992.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH59992 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/23/2001, mRNA sequence.	7227	2001-09-11	Drosophila melanogaster	558
AI387658	GH18240.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH18240 3prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925, mRNA sequence.	7227	1999-02-01	Drosophila melanogaster	512
AA440486	LD13208.3prime LD Drosophila melanogaster embryo BlueScript Drosophila melanogaster cDNA clone LD13208 3prime similar to U66409: Drosophila melanogaster Pgc mRNA, 3' non-coding region U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.	7227	1997-06-03	Drosophila melanogaster	529
AF006568	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234	1997-09-11	Drosophila persimilis	3465
AY279326	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	29029	2004-03-31	Drosophila eugracilis	2675
X04454	Drosophila melanogaster alcohol dehydrogenase null4 allele	7227	1986-11-18	Drosophila melanogaster	2369
U64535	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.	7237	1996-08-16	Drosophila pseudoobscura	4594
X62185	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3498
X62238	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3479
X64485	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3472
M60792	Drosophila mimica alcohol dehydrogenase gene, complete cds.	7270	1992-06-06	Drosophila mimica	895
X62181	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3494
X62188	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3472
X62219	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3447
X62201	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3479
X64472	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3453
X64477	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3506
X62213	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3463
AY238776	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AB026527	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.	51159	1999-10-29	Drosophila lutescens	840
GQ376037	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.	30043	2009-08-02	Drosophila repleta	410
AY750138	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	7257	2005-12-31	Drosophila robusta	911
EU490429	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.	508692	2008-03-11	Drosophila endobranchia	651
HQ631472	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.	94112	2011-08-30	Drosophila constricta	290
U94197	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.	46796	1998-02-23	Drosophila disjuncta	222
U94198	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.	58311	1998-02-23	Drosophila iki	204
X68160	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)	7237	1992-10-08	Drosophila pseudoobscura	3473
AB026533	Drosophila saltans gene for alcohol dehydrogenase, partial cds.	7273	1999-10-29	Drosophila saltans	847
AY006410	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.	46800	2001-09-04	Drosophila hemipeza	510
AY006420	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.	47048	2001-09-04	Drosophila neopicta	510
AY081441	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.	7278	2002-08-09	Drosophila bromeliae	289
AY081442	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	30041	2002-08-09	Drosophila polychaeta	283
DQ471658	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.	47313	2006-07-20	Drosophila ezoana	711
DQ471668	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.	7244	2006-07-20	Drosophila virilis	711
HQ631481	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.	186283	2011-08-30	Drosophila parabipectinata	290
MF908506	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.	1486046	2018-08-19	Drosophila subpulchrella	763
AY750134	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	311479	2005-12-31	Drosophila gani	911
AY006423	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.	46830	2001-09-04	Drosophila setosifrons	510
AY750142	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	311479	2005-12-31	Drosophila gani	911
X68166	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)	7237	1992-10-08	Drosophila pseudoobscura	3505
X68163	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)	7237	1992-10-08	Drosophila pseudoobscura	3489
AY081443	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.	133996	2002-08-09	Drosophila ornatipennis	277
AY081439	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.	30031	2002-08-09	Drosophila ornatifrons	283
U94194	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.	46893	1998-02-23	Drosophila adunca	204
X68162	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)	7237	1992-10-08	Drosophila pseudoobscura	3482
Z00033	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks	7226	1986-07-02	Drosophila mauritiana	1835
U26837	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.	40366	1995-06-22	Drosophila americana	950
U90954	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.	57874	1997-11-14	Drosophila sinobscura	431
AY238772	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AY238774	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AB932677	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.	38838	2015-01-14	Drosophila testacea	826
AF260695	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.	7267	2000-09-20	Drosophila gymnobasis	506
KM016469	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.	7240	2014-09-24	Drosophila simulans	478
KM016472	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.	7240	2014-09-24	Drosophila simulans	480
